"sheet","brand","excel_name","target_sql_name","status"
"Архитектурные","LLumar","Silver 05 EXT 2 mil (1,83 х60м)","Luxfil Silver 05 EXT 2 mil (1,83 х60м)","matched"
"Архитектурные","LLumar","Silver 05 EXT 4 mil (1,52 х30м)","Luxfil Silver 05 EXT 4 mil (1,52 х30м)","matched"
"Архитектурные","LLumar","Silver 15 EXT 2 mil (1,525 х30м)","Luxfil Silver 15 EXT 2 mil (1,525 х30м)","matched"
"Архитектурные","LLumar","Silver 15 EXT 2 mil (1,83 х30м)","Luxfil Silver 15 EXT 2 mil (1,83 х30м)","matched"
"Архитектурные","LLumar","Silver 15 EXT 2 mil (1,83 х60м)","Luxfil Silver 15 EXT 2 mil (1,83 х60м)","matched"
"Архитектурные","LLumar","Silver 15 EXT 3 mil (1,525 х30м)","Luxfil Silver 15 EXT 3 mil (1,525 х30м)","matched"
"Архитектурные","LLumar","Silver 15 EXT 4 mil(1,525 х30м)","Luxfil Silver 15 EXT 4 mil(1,525 х30м)","matched"
"Архитектурные","LLumar","Silver Blue 20 (1,524 х30м)","Luxfil Silver Blue 20 (1,524 х30м)","matched"
"Архитектурные","LLumar","Silver Blue 20 (1,524 х60м)","Luxfil Silver Blue 20 (1,524 х60м)","matched"
"Архитектурные","LLumar","Silver Blue P","Luxfil Silver Blue P","matched"
"Архитектурные","LLumar","silver bronze 10 (1,524 х30м)","Luxfil silver bronze 10 (1,524 х30м)","matched"
"Архитектурные","LLumar","silver bronze 20 (1,524 х30м)","Luxfil silver bronze 20 (1,524 х30м)","matched"
"Архитектурные","LLumar","silver bronze 20 (1,524 х60м)","Luxfil silver bronze 20 (1,524 х60м)","matched"
"Архитектурные","LLumar","Silver bronze matte (1,524х30м  п)","Luxfil Silver bronze matte (1,524х30м  п)","matched"
"Архитектурные","LLumar","Silver matte (1,524х30м  п)","Luxfil Silver matte (1,524х30м  п)","matched"
"Архитектурные","LLumar","Silver Out (1,52 x 30 m)","Luxfil Silver Out (1,52 x 30 m)","matched"
"Архитектурные","LLumar","Silver Safety 4 mil 15%","Luxfil Silver Safety 4 mil 15%","matched"
"Архитектурные","LLumar","Sky 10 (1,524)","ASWF Sky 10 (1,524)","matched"
"Архитектурные","LLumar","Sky 10 (1,83)","ASWF Sky 10 (1,83)","matched"
"Архитектурные","LLumar","Sky 20 (1,524)","ASWF Sky 20 (1,524)","matched"
"Архитектурные","LLumar","Sky 20 (1,83)","ASWF Sky 20 (1,83)","matched"
"Бронепленка","LLumar","Soft (мягкий топ)","Soft (мягкий топ)","matched"
"Тонировка","LLumar","Super IR 7080 BLUE NEW","Super IR 7080 BLUE    NEW+","matched"
"Тонировка","LLumar","Super IR 7080 GREEN","Super IR 7080 GREEN","matched"
"Бронепленка","LLumar","Valor","LLumar Valor","matched"
"Архитектурные","LLumar","White Matte мат белая(1,524х30м п)","Luxfil White Matte мат белая(1,524х30м п)","matched"
"Архитектурные","LLumar","White Matte мат белая(1,524х60м п)","Luxfil White Matte мат белая(1,524х60м п)","matched"
"Архитектурные","LLumar","White Matte мат белая(1,83х30м)","Luxfil White Matte мат белая(1,83х30м)","matched"
"Архитектурные","LLumar","White Matte мат белая(1,83х60м)","Luxfil White Matte мат белая(1,83х60м)","matched"
"Архитектурные","LLumar","White Out(1,524  х30м)","Luxfil White Out(1,524  х30м)","matched"
"Бронепленка","LLumar","Xside","Xside","matched"
"Винил","Luxfil","КПМФ Матт (салон)","КПМФ Матт (салон)","matched"
"Винил","Luxfil","КПМФ прозрачная (салон)","КПМФ прозрачная (салон)","matched"
"Винил","Luxfil","КПМФ черная структурная","КПМФ черная структурная","matched"
"Винил","Luxfil","КПМФ черный глянец","КПМФ черный глянец","matched"
"Бронепленка","LLumar","Риджит","","unmatched"
